,County,State,Rank,Population,latitude,longitude
2827,Augusta County,VA,739,"73,658",38.882079,-77.0882695
2828,Bath County,VA,2863,"4,652",38.14344733,-79.11129022
2829,Bedford County,VA,764,"69,590",38.024877,-79.78898
2830,Bland County,VA,2704,"6,738",37.32541825,-79.54028258
2831,Botetourt County,VA,1350,"33,154",37.336027,-79.522585
2832,Brunswick County,VA,1980,"17,010",37.127348,-81.15842
2833,Buchanan County,VA,1650,"23,859",37.45905713,-79.85948025
2834,Buckingham County,VA,1973,"17,088",36.613815,-82.176238
2835,Campbell County,VA,912,"55,163",36.755178,-77.864299
2836,Caroline County,VA,1451,"28,972",37.2725815,-82.0637405
2837,Carroll County,VA,1430,"29,851",37.487797,-78.485678
2838,Charles City County,VA,2664,"7,157",37.730001,-79.355121
2839,Charlotte County,VA,2278,"12,404",37.19917978,-79.14321467
2840,Chesterfield County,VA,201,"323,856",38.07001967,-77.33124333
2841,Clarke County,VA,2147,"14,323",36.69529257,-80.67722843
2842,Craig County,VA,2827,"5,213",37.3668375,-77.0539275
2843,Culpeper County,VA,1016,"47,911",36.9987255,-78.6491103
2844,Cumberland County,VA,2453,"9,849",38.026588,-78.48045
2845,Dickenson County,VA,2065,"15,690",36.749991,-76.218759
2846,Dinwiddie County,VA,1494,"27,994",37.4041902,-77.5960186
2847,Essex County,VA,2343,"11,233",39.10208867,-78.01404233
2848,Fairfax County,VA,36,"1,118,602",37.824232,-79.823119
2849,Fauquier County,VA,791,"66,542",37.26219,-77.396989
2850,Floyd County,VA,2080,"15,390",37.780216,-79.986963
2851,Fluvanna County,VA,1564,"25,967",37.493596,-80.180455
2852,Franklin County,VA,899,"56,411",38.47269767,-77.94222308
2853,Frederick County,VA,687,"80,317",37.5830535,-78.1765455
2854,Giles County,VA,1987,"16,928",36.603501,-79.376228
2855,Gloucester County,VA,1250,"36,886",37.15610175,-82.37255
2856,Goochland County,VA,1764,"21,347",37.095801,-77.64511311
2857,Grayson County,VA,2093,"15,183",36.694745,-77.535517
2858,Greene County,VA,1885,"18,771",37.93180022,-76.93049867
2859,Greensville County,VA,2307,"11,851",38.85286159,-77.27652555
2860,Halifax County,VA,1279,"35,849",38.853231,-77.305097
2861,Hanover County,VA,582,"100,668",38.884177,-77.171752
2862,Henrico County,VA,208,"314,932",38.7263767,-77.8056622
2863,Henry County,VA,939,"52,969",36.954175,-80.3599582
2864,Highland County,VA,3032,"2,245",37.89914567,-78.29752367
2865,Isle of Wight County,VA,1292,"35,399",36.9894561,-79.8800424
2866,James City County,VA,770,"68,967",36.682635,-76.942233
2867,King and Queen County,VA,2677,"7,046",39.19230667,-78.24032967
2868,King George County,VA,1620,"24,500",38.295135,-77.483689
2869,King William County,VA,2049,"15,981",36.660281,-80.913605
2870,Lancaster County,VA,2342,"11,236",37.3386276,-80.696886
2871,Lee County,VA,1588,"25,474",37.375925,-76.50986046
2872,Loudoun County,VA,193,"336,898",37.7386104,-77.9018361
2873,Louisa County,VA,1341,"33,430",36.67247629,-81.285279
2874,Lunenburg County,VA,2268,"12,588",38.29283325,-78.4805435
2875,Madison County,VA,2231,"13,200",36.658643,-77.562033
2876,Mathews County,VA,2528,"8,884",36.75082609,-78.90704482
2877,Mecklenburg County,VA,1394,"31,749",37.045335,-76.3471555
2878,Middlesex County,VA,2371,"10,822",37.771164,-77.51150322
2879,Montgomery County,VA,609,"95,194",38.422777,-78.877137
2880,Nelson County,VA,2123,"14,827",37.54138125,-77.38103425
2881,New Kent County,VA,1866,"19,169",36.68180257,-79.91552743
2882,Northampton County,VA,2289,"12,226",38.385967,-79.559157
2883,Northumberland County,VA,2284,"12,346",37.286676,-77.296596
2884,Nottoway County,VA,2055,"15,830",36.90555938,-76.67380763
2885,Orange County,VA,1321,"34,246",37.30032,-76.774481
2886,Page County,VA,1649,"23,895",37.6461246,-76.8459282
2887,Patrick County,VA,1898,"18,451",38.29150133,-77.12822833
2888,Pittsylvania County,VA,830,"62,807",37.704283,-77.07697925
2889,Powhatan County,VA,1489,"28,123",37.7263689,-76.476736
2890,Prince Edward County,VA,1679,"23,238",36.74045,-83.074459
2891,Prince George County,VA,1248,"36,941",37.779976,-79.443495
2892,Prince William County,VA,159,"430,289",39.06845324,-77.62452512
2893,Pulaski County,VA,1307,"34,736",37.94609225,-77.9078445
2894,Rappahannock County,VA,2645,"7,456",36.9433232,-78.1975652
2895,Richmond County,VA,2514,"9,059",37.383112,-79.178326
2896,Roanoke County,VA,622,"92,901",38.40046014,-78.31486743
2897,Rockbridge County,VA,1715,"22,394",38.744685,-77.487162
2898,Rockingham County,VA,706,"77,391",38.770741,-77.449443
2899,Russell County,VA,1471,"28,445",36.681298,-79.86626
2900,Scott County,VA,1696,"22,781",37.365126,-76.297571
2901,Shenandoah County,VA,1120,"42,583",36.6737048,-78.4054693
2902,Smyth County,VA,1397,"31,718",37.60378925,-76.47042513
2903,Southampton County,VA,1902,"18,409",37.149567,-80.38094567
2904,Spotsylvania County,VA,489,"125,684",37.78036693,-78.89657167
2905,Stafford County,VA,467,"134,352",37.4904628,-77.0067116
2906,Surry County,VA,2695,"6,844",37.107867,-76.52397
2907,Sussex County,VA,2299,"11,972",36.895911,-76.208521
2908,Tazewell County,VA,1082,"44,268",37.36123844,-75.91176988
2909,Warren County,VA,1219,"38,070",37.88516113,-76.4030815
2910,Washington County,VA,910,"55,190",36.93767,-82.622624
2911,Westmoreland County,VA,1949,"17,524",37.14493525,-78.0787405
2912,Wise County,VA,1155,"40,918",38.24660344,-78.048517
2913,Wythe County,VA,1442,"29,251",38.6235265,-78.49692025
2914,York County,VA,796,"66,146",36.6718535,-80.29477038
2915,"Alexandria, City of",VA,434,"146,294",37.21713,-77.389253
2916,"Bedford, City of",VA,2762,"5,964",36.805763,-79.40584892
2917,"Bristol, City of",VA,1936,"17,662",37.132326,-76.365419
2918,"Buena Vista, City of",VA,2707,"6,707",36.811498,-76.367715
2919,"Charlottesville, City of",VA,1087,"43,956",37.5474615,-77.9108615
2920,"Chesapeake, City of",VA,281,"228,417",37.26629333,-78.40996967
2921,"Colonial Heights, City of",VA,1953,"17,479",37.20651433,-77.27075233
2922,"Covington, City of",VA,2783,"5,771",38.6962241,-77.4500834
2923,"Danville, City of",VA,1112,"42,996",37.0891185,-80.68761463
2924,"Emporia, City of",VA,2790,"5,740",37.119732,-80.556541
2925,"Fairfax, City of",VA,1664,"23,461",38.70546367,-78.12052022
2926,"Falls Church, City of",VA,2228,"13,229",37.916931,-76.6624308
2927,"Franklin, City of",VA,2562,"8,528",37.532971,-77.4661805
2928,"Fredericksburg, City of",VA,1520,"27,307",37.2524112,-80.0789682
2929,"Galax, City of",VA,2693,"6,908",37.274175,-79.95786
2930,"Hampton, City of",VA,455,"136,836",37.83017267,-79.40977267
2931,"Harrisonburg, City of",VA,969,"50,981",38.49124,-78.8587403
2932,"Hopewell, City of",VA,1717,"22,348",36.972985,-81.98465117
2933,"Lexington, City of",VA,2684,"6,998",37.28814,-80.067762
2934,"Lynchburg, City of",VA,708,"77,113",36.71298767,-82.57467067
2935,"Manassas, City of",VA,1164,"40,605",38.863163,-78.582966
2936,"Manassas Park, City of",VA,2058,"15,798",36.851665,-81.54538571
2937,"Martinsville, City of",VA,2196,"13,733",36.70184075,-77.16343538
2938,"Newport News, City of",VA,350,"180,726",38.1691685,-77.62297625
2939,"Norfolk, City of",VA,267,"245,782",38.43638467,-77.4760045
2940,"Norton, City of",VA,2900,"4,068",38.157368,-79.065116
2941,"Petersburg, City of",VA,1391,"31,973",36.874916,-76.553061
2942,"Poquoson, City of",VA,2292,"12,097",37.1205502,-76.909038
2943,"Portsmouth, City of",VA,605,"96,470",36.90977883,-77.22921833
2944,"Radford, City of",VA,1999,"16,685",37.14329709,-81.56466318
2945,"Richmond, City of",VA,298,"210,309",36.878574,-76.1337585
2946,"Roanoke, City of",VA,601,"97,469",38.921048,-78.19077125
2947,"Salem, City of",VA,1608,"24,970",36.7310005,-81.9106915
2948,"Staunton, City of",VA,1647,"23,921",38.065794,-78.903445
2949,"Suffolk, City of",VA,662,"85,181",38.09797525,-76.72189125
2950,"Virginia Beach, City of",VA,149,"447,021",39.169668,-78.16856
2951,"Waynesboro, City of",VA,1777,"21,107",36.95266644,-82.63049278
2952,"Williamsburg, City of",VA,2095,"15,167",36.87494489,-81.06826967
2953,"Winchester, City of",VA,1534,"26,881",37.21979925,-76.48885125
2806,Addison County,VT,1254,"36,745",44.04627311,-73.13315078
2807,Bennington County,VT,1256,"36,697",43.01778444,-73.10347806
2808,Caledonia County,VT,1409,"31,121",44.4664156,-72.07207305
2809,Chittenden County,VT,398,"158,504",44.46551339,-73.05451217
2810,Essex County,VT,2742,"6,226",44.72612738,-71.75504363
2811,Franklin County,VT,1007,"48,214",44.86923873,-72.90087753
2812,Grand Isle County,VT,2687,"6,983",44.822195,-73.3030106
2813,Lamoille County,VT,1609,"24,958",44.62106821,-72.65842943
2814,Orange County,VT,1453,"28,924",43.98489375,-72.3524802
2815,Orleans County,VT,1526,"27,109",44.81292705,-72.24654135
2816,Rutland County,VT,849,"60,869",43.55134426,-73.04133467
2817,Washington County,VT,869,"59,465",44.24378995,-72.5912561
2818,Windham County,VT,1086,"43,985",43.00717362,-72.69652812
2819,Windsor County,VT,901,"56,211",43.57685647,-72.53783603
2954,Adams County,WA,1875,"19,005",46.87399657,-118.6133384
2955,Asotin County,WA,1738,"21,888",46.221801,-117.1743343
2956,Benton County,WA,346,"182,398",46.14129957,-119.474547
2957,Chelan County,WA,738,"73,687",47.65448208,-120.3401487
2958,Clallam County,WA,749,"71,863",48.11176944,-124.1192018
2959,Clark County,WA,153,"438,287",45.7734688,-122.5142116
2960,Columbia County,WA,2905,"3,995",46.4527555,-118.02595
2961,Cowlitz County,WA,573,"101,996",46.14679345,-122.7330055
2962,Douglas County,WA,1189,"39,350",47.602796,-119.9351733
2963,Ferry County,WA,2627,"7,705",48.79904533,-118.399775
2964,Franklin County,WA,657,"85,845",46.5550976,-118.8971414
2965,Garfield County,WA,3034,"2,228",46.475341,-117.537763
2966,Grant County,WA,629,"91,723",47.29846056,-119.3877408
2967,Grays Harbor County,WA,750,"71,692",47.11449157,-123.816483
2968,Island County,WA,693,"79,177",48.103002,-122.5483607
2969,Jefferson County,WA,1428,"29,854",47.91223271,-122.80572
2970,King County,WA,13,"2,007,440",47.55059654,-121.9540013
2971,Kitsap County,WA,259,"254,991",47.66368921,-122.6108661
2972,Kittitas County,WA,1135,"41,672",47.11174867,-120.7373656
2973,Klickitat County,WA,1797,"20,699",45.81590487,-121.1116817
2974,Lewis County,WA,723,"75,621",46.56909541,-122.6843842
2975,Lincoln County,WA,2400,"10,437",47.56447444,-118.3274438
2976,Mason County,WA,850,"60,832",47.37333867,-123.0944427
2977,Okanogan County,WA,1146,"41,275",48.44337705,-119.6476043
2978,Pacific County,WA,1808,"20,575",46.48890646,-123.8908437
2979,Pend Oreille County,WA,2242,"12,980",48.52718067,-117.309281
2980,Pierce County,WA,70,"811,681",47.10985437,-122.4037909
2981,San Juan County,WA,2057,"15,824",48.57577733,-122.9427542
2982,Skagit County,WA,514,"118,222",48.48301746,-122.1295505
2983,Skamania County,WA,2347,"11,187",45.714469,-121.8341668
2984,Snohomish County,WA,83,"733,036",47.94556256,-121.9956457
2985,Spokane County,WA,139,"475,735",47.64494177,-117.3436008
2986,Stevens County,WA,1098,"43,538",48.289588,-117.8890974
2987,Thurston County,WA,256,"258,332",46.892902,-122.8359274
2988,Wahkiakum County,WA,2906,"3,993",46.29511225,-123.5008093
2989,Walla Walla County,WA,871,"59,404",46.156554,-118.4647878
2990,Whatcom County,WA,306,"205,262",48.85799054,-122.4314317
2991,Whitman County,WA,1038,"46,606",46.91210453,-117.4212155
2992,Yakima County,WA,266,"246,977",46.49474689,-120.4528317
3048,Adams County,WI,1799,"20,679",43.9746756,-89.8155436
3049,Ashland County,WI,2048,"15,992",46.46136267,-90.675662
3050,Barron County,WI,1053,"45,733",45.44538707,-91.87939407
3051,Bayfield County,WI,2101,"15,099",46.61946763,-91.1441245
3052,Brown County,WI,261,"253,032",44.50504138,-88.0076625
3053,Buffalo County,WI,2221,"13,333",44.33793283,-91.775123
3054,Burnett County,WI,2082,"15,382",45.8439808,-92.3657726
3055,Calumet County,WI,989,"49,634",44.10737463,-88.17584113
3056,Chippewa County,WI,828,"62,922",45.05537644,-91.26241
3057,Clark County,WI,1314,"34,435",44.78887086,-90.57220143
3058,Columbia County,WI,897,"56,539",43.46277279,-89.25579971
3059,Crawford County,WI,2007,"16,560",43.23557389,-90.96021811
3060,Dane County,WI,130,"503,523",43.08682877,-89.39996859
3061,Dodge County,WI,644,"88,415",43.40115668,-88.66925991
3062,Door County,WI,1502,"27,817",45.05853073,-87.21646055
3063,Douglas County,WI,1092,"43,785",46.51287045,-91.87104918
3064,Dunn County,WI,1085,"44,072",44.98974555,-91.92330191
3065,Eau Claire County,WI,581,"100,677",44.7419334,-91.289801
3066,Florence County,WI,2870,"4,482",45.83461067,-88.461134
3067,Fond du Lac County,WI,574,"101,843",43.760275,-88.52281146
3068,Forest County,WI,2502,"9,206",45.580249,-88.7117372
3069,Grant County,WI,968,"51,087",42.85734682,-90.72898505
3070,Green County,WI,1249,"36,909",42.6669585,-89.6037565
3071,Green Lake County,WI,1872,"19,039",43.77788514,-89.09376471
3072,Iowa County,WI,1654,"23,807",42.99475983,-90.1430515
3073,Iron County,WI,2767,"5,934",46.35689186,-90.287383
3074,Jackson County,WI,1815,"20,485",44.32309971,-90.90720543
3075,Jefferson County,WI,666,"84,498",43.0423828,-88.7407831
3076,Juneau County,WI,1543,"26,631",43.87647,-90.13199556
3077,Kenosha County,WI,372,"167,936",42.55498293,-88.06628279
3078,Kewaunee County,WI,1804,"20,624",44.54306525,-87.610211
3079,La Crosse County,WI,521,"116,461",43.912755,-91.09589886
3080,Lafayette County,WI,1991,"16,853",42.63652722,-90.079518
3081,Langlade County,WI,1851,"19,646",45.2861866,-89.0127539
3082,Lincoln County,WI,1474,"28,392",45.3280732,-89.6982616
3083,Manitowoc County,WI,684,"80,671",44.12111575,-87.78541794
3084,Marathon County,WI,466,"134,735",44.88165338,-89.71721288
3085,Marinette County,WI,1140,"41,563",45.35857454,-88.00420908
3086,Marquette County,WI,2092,"15,205",43.78710714,-89.445438
3087,Menominee County,WI,2880,"4,340",44.877695,-88.5968425
3088,Milwaukee County,WI,47,"955,205",42.93226129,-87.96039129
3089,Monroe County,WI,1066,"45,100",43.9331818,-90.567612
3090,Oconto County,WI,1235,"37,442",44.98797473,-88.24910173
3091,Oneida County,WI,1283,"35,714",45.7342242,-89.5819569
3092,Outagamie County,WI,353,"178,816",44.38801079,-88.44184493
3093,Ozaukee County,WI,653,"86,823",43.36266138,-87.9518935
3094,Pepin County,WI,2648,"7,390",44.56511775,-92.06462575
3095,Pierce County,WI,1159,"40,814",44.71555773,-92.426205
3096,Polk County,WI,1097,"43,610",45.40932071,-92.49326421
3097,Portage County,WI,759,"70,433",44.4876131,-89.4634075
3098,Price County,WI,2180,"13,869",45.6273755,-90.37891888
3099,Racine County,WI,325,"194,797",42.74358456,-88.04553856
3100,Richland County,WI,1928,"17,818",43.34782167,-90.37230967
3101,Rock County,WI,392,"160,418",42.666118,-89.08689591
3102,Rusk County,WI,2150,"14,316",45.44163063,-91.04268325
3103,St. Croix County,WI,660,"85,242",45.02409642,-92.43588033
3104,Sauk County,WI,834,"62,597",43.39926907,-89.94792836
3105,Sawyer County,WI,2004,"16,581",45.82094525,-91.26808713
3106,Shawano County,WI,1139,"41,607",44.80336993,-88.7321244
3107,Sheboygan County,WI,525,"115,009",43.69742807,-87.90342436
3108,Taylor County,WI,1814,"20,486",45.20983357,-90.45787814
3109,Trempealeau County,WI,1439,"29,297",44.27852608,-91.36002625
3110,Vernon County,WI,1425,"30,260",43.59793436,-90.84936845
3111,Vilas County,WI,1765,"21,338",46.06838355,-89.52551645
3112,Walworth County,WI,569,"102,851",42.63072588,-88.52596069
3113,Washburn County,WI,2056,"15,826",45.896978,-91.773787
3114,Washington County,WI,471,"132,661",43.35026991,-88.20774791
3115,Waukesha County,WI,171,"392,292",43.03542357,-88.28870848
3116,Waupaca County,WI,953,"52,131",44.45820147,-88.94424047
3117,Waushara County,WI,1626,"24,461",44.12725156,-89.23239044
3118,Winnebago County,WI,369,"168,794",44.07365791,-88.67955727
3119,Wood County,WI,735,"74,424",44.46917277,-89.98521915
2993,Barbour County,WV,2012,"16,493",39.071952,-79.98714525
2994,Berkeley County,WV,554,"107,098",39.43135675,-78.02990638
2995,Boone County,WV,1623,"24,478",38.069526,-81.72530357
2996,Braxton County,WV,2141,"14,468",38.68134009,-80.69480427
2997,Brooke County,WV,1651,"23,853",40.27292229,-80.59980843
2998,Cabell County,WV,603,"96,974",38.41569829,-82.23451729
2999,Calhoun County,WV,2633,"7,607",38.875182,-81.112962
3000,Clay County,WV,2494,"9,297",38.45486217,-81.11988667
3001,Doddridge County,WV,2592,"8,178",39.283684,-80.7471165
3002,Fayette County,WV,1050,"45,869",38.04828676,-81.16973841
3003,Gilmer County,WV,2542,"8,732",38.9272975,-80.831293
3004,Grant County,WV,2309,"11,816",39.0412805,-79.16080625
3005,Greenbrier County,WV,1281,"35,820",37.874171,-80.5128363
3006,Hampshire County,WV,1656,"23,709",39.27455483,-78.6589815
3007,Hancock County,WV,1423,"30,305",40.5421762,-80.5817574
3008,Hardy County,WV,2181,"13,866",39.031854,-78.74521733
3009,Harrison County,WV,769,"69,141",39.28958386,-80.35553043
3010,Jackson County,WV,1445,"29,234",38.8326949,-81.7374217
3011,Jefferson County,WV,917,"54,504",39.31737525,-77.84710988
3012,Kanawha County,WV,331,"192,179",38.28049789,-81.49972881
3013,Lewis County,WV,2019,"16,371",39.060686,-80.491037
3014,Lincoln County,WV,1747,"21,627",38.19434771,-82.02035686
3015,Logan County,WV,1272,"36,168",37.83395021,-81.97481626
3016,McDowell County,WV,1767,"21,326",39.51464607,-80.22631393
3017,Marion County,WV,895,"56,678",39.93177025,-80.66095888
3018,Marshall County,WV,1365,"32,674",38.78862533,-82.05522008
3019,Mason County,WV,1524,"27,179",37.404122,-81.556754
3020,Mercer County,WV,836,"62,523",37.41911093,-81.16614286
3021,Mineral County,WV,1496,"27,956",39.497331,-78.86996686
3022,Mingo County,WV,1557,"26,103",37.7240199,-82.1652886
3023,Monongalia County,WV,587,"100,332",39.64067343,-80.05880157
3024,Monroe County,WV,2215,"13,463",37.50771925,-80.52451225
3025,Morgan County,WV,1954,"17,471",39.56522733,-78.345524
3026,Nicholas County,WV,1552,"26,229",38.26926833,-80.80213917
3027,Ohio County,WV,1084,"44,075",40.10796375,-80.60757575
3028,Pendleton County,WV,2637,"7,566",38.6667395,-79.34038
3029,Pleasants County,WV,2634,"7,595",39.3919565,-81.2358675
3030,Pocahontas County,WV,2549,"8,692",38.2709305,-80.06448575
3031,Preston County,WV,1331,"33,832",39.47696471,-79.666226
3032,Putnam County,WV,898,"56,435",38.5081762,-81.9067449
3033,Raleigh County,WV,697,"79,021",37.7687683,-81.25426037
3034,Randolph County,WV,1437,"29,384",38.85927671,-79.88489971
3035,Ritchie County,WV,2422,"10,236",39.207641,-81.03497267
3036,Roane County,WV,2129,"14,684",38.71113357,-81.35682771
3037,Summers County,WV,2194,"13,737",37.656289,-80.87735733
3038,Taylor County,WV,1983,"16,991",39.340815,-80.032728
3039,Tucker County,WV,2686,"6,995",39.12049525,-79.5480715
3040,Tyler County,WV,2518,"9,037",39.495593,-80.952651
3041,Upshur County,WV,1624,"24,477",38.91314167,-80.226643
3042,Wayne County,WV,1136,"41,649",38.25808056,-82.48335133
3043,Webster County,WV,2517,"9,043",38.50643529,-80.50561043
3044,Wetzel County,WV,2017,"16,422",39.611204,-80.707468
3045,Wirt County,WV,2778,"5,847",39.0362845,-81.3763215
3046,Wood County,WV,654,"86,701",39.2587645,-81.54231725
3047,Wyoming County,WV,1677,"23,273",37.65128983,-81.55330783
3120,Albany County,WY,1240,"37,276",41.48458525,-105.6758493
3121,Big Horn County,WY,2311,"11,794",44.53787033,-108.1676453
3122,Campbell County,WY,1017,"47,874",44.4346382,-105.525487
3123,Carbon County,WY,2067,"15,666",41.47573745,-106.9616335
