County,State,Rank,Population,latitude,longitude,distance_100000,distance_300000,distance_500000,distance_1000000
Cedar County,NE,2539,8746.0,42.59071622,-97.24694989,98.4795057594,166.412399199,166.412399199,401.956852773
Chase County,NE,2901,4064.0,40.48555,-101.566595,255.179496398,255.179496398,255.179496398,827.406789991
Cherry County,NE,2791,5727.0,42.7247335,-101.061457,204.787358773,430.163251366,430.163251366,656.793307617
Cheyenne County,NE,2438,10068.0,41.2704434,-103.0105824,168.502349197,215.830734094,223.812057104,756.866092952
Clay County,NE,2732,6411.0,40.5092025,-98.0619146,119.80603482,177.261027336,177.261027336,621.828980885
Colfax County,NE,2384,10653.0,41.6251398,-97.0923428,80.4894146518,80.4894146518,80.4894146518,473.655950527
Cuming County,NE,2512,9072.0,41.93406025,-96.7897825,76.5575785643,84.5478809749,84.5478809749,431.113427503
Custer County,NE,2378,10740.0,41.4236144,-99.6724664,263.142257346,288.136579889,288.136579889,638.345790714
Dakota County,NE,1783,20918.0,42.39081217,-96.56036733,39.2895891006,124.407197649,124.407197649,379.466025503
Dawes County,NE,2506,9152.0,42.674752,-103.249401,153.410302175,336.092833509,353.696907007,760.903297561
Dawson County,NE,1634,24220.0,40.88594038,-99.85078625,268.330229343,307.379289699,307.379289699,689.454754713
Deuel County,NE,3056,1972.0,41.1120415,-102.341378,209.98992405,247.922921167,250.169245845,812.438068174
Dixon County,NE,2768,5918.0,42.47276763,-96.86988638,65.5325998518,140.805474817,140.805474817,389.33326912
Dodge County,NE,1263,36427.0,41.5844087,-96.5940122,43.8675363455,43.8675363455,43.8675363455,453.857608589
Douglas County,NE,122,531265.0,41.29784917,-96.23275817,0.0,0.0,0.0,466.430780838
Dundy County,NE,3050,2021.0,40.1397525,-101.738428,214.419967171,214.419967171,214.419967171,863.496599148
Fillmore County,NE,2783,5771.0,40.53037063,-97.5517305,77.3660248275,140.036069877,140.036069877,595.824095807
Franklin County,NE,2962,3188.0,40.20098829,-98.98361729,204.358161673,262.294916866,262.294916866,696.154063392
Frontier County,NE,2995,2741.0,40.57761867,-100.3119333,307.889420701,326.330582885,326.330582885,741.275983751
Furnas County,NE,2844,4907.0,40.22833325,-99.90421338,279.320107494,326.8478932,326.8478932,744.728054973
Gage County,NE,1739,21806.0,40.28901282,-96.68922982,49.3284064375,118.469556204,118.469556204,583.920736548
Garden County,NE,3059,1953.0,41.367521,-102.3385047,222.18523701,264.799430573,269.303802447,813.593907625
Garfield County,NE,3052,2007.0,41.782277,-99.134041,236.593585791,247.989579468,247.989579468,578.349956333
Gosper County,NE,3048,2029.0,40.554809,-99.8311585,267.531542658,314.093467616,314.093467616,714.127412163
Grant County,NE,3133,629.0,41.939149,-101.7493865,248.570692733,343.214016822,348.897194083,747.416805988
Greeley County,NE,3009,2458.0,41.52918575,-98.507398,177.313357804,191.898005568,191.898005568,558.935878311
Hall County,NE,859,60345.0,40.8629116,-98.4955318,154.154644772,196.179862166,196.179862166,613.022525102
Hamilton County,NE,2521,9011.0,40.90331267,-98.05603617,117.880763732,159.308516446,159.308516446,586.324386143
Harlan County,NE,2946,3410.0,40.125363,-99.36475425,237.85131579,294.924355609,294.924355609,723.110538111
Hayes County,NE,3111,953.0,40.524819,-101.061328,281.204824791,281.204824791,281.204824791,792.051906971
Hitchcock County,NE,2986,2887.0,40.206331,-101.0348843,254.543844183,254.543844183,254.543844183,814.187482689
Holt County,NE,2405,10396.0,42.42430125,-98.7772545,213.909164221,245.522621414,245.522621414,511.231780858
Hooker County,NE,3126,727.0,42.042143,-101.045192,264.976867045,395.811886245,399.38946969,691.270606598
Howard County,NE,2738,6336.0,41.19050917,-98.57764033,167.880319041,196.91233064,196.91233064,590.201838883
Jefferson County,NE,2640,7521.0,40.18825114,-97.10067914,70.37929997,143.374366308,143.374366308,609.582035891
Johnson County,NE,2830,5140.0,40.4131322,-96.2424092,51.1456914257,98.2521793344,98.2521793344,555.828113194
Kearney County,NE,2726,6485.0,40.4835718,-98.9469776,194.107450397,245.94941458,245.94941458,669.819689719
Keith County,NE,2591,8220.0,41.2167448,-101.6759708,266.410927241,301.739250549,301.884962662,785.291049181
Keya Paha County,NE,3120,804.0,42.847296,-99.7366335,258.184153203,337.153197721,337.153197721,553.605269383
Kimball County,NE,2923,3783.0,41.212536,-103.7919383,115.715478304,171.43249954,185.704773998,691.129412018
Knox County,NE,2560,8573.0,42.6113575,-97.83973163,145.398300542,197.56824281,197.56824281,437.292548413
Lancaster County,NE,224,293407.0,40.7331342,-96.67683727,0.0,72.9953319056,72.9953319056,539.305238022
Lincoln County,NE,1273,36099.0,41.0266925,-100.7640483,335.124001049,341.406619472,341.406619472,736.887978445
Logan County,NE,3122,765.0,41.480166,-100.512463,332.667655916,358.483824447,358.483824447,689.257678196
Loup County,NE,3135,589.0,41.91406,-99.454335,266.954230878,277.114821263,277.114821263,589.94537374
McPherson County,NE,3138,509.0,41.94656183,-97.67406767,139.981350306,140.06605349,140.06605349,477.391394818
Madison County,NE,1300,35031.0,41.568548,-101.059489,309.792919552,365.866429541,366.489942225,720.658742537
Merrick County,NE,2618,7780.0,41.18356367,-98.00839233,122.753279559,149.385992947,149.385992947,559.468716254
Morrill County,NE,2845,4889.0,41.6871335,-103.071493,195.018459098,248.243461603,259.573382177,755.404467249
Nance County,NE,2930,3715.0,41.44406767,-97.900212,129.610772278,140.441770562,140.441770562,531.474266856
Nemaha County,NE,2666,7154.0,40.4112875,-95.8123755,81.4583076532,104.639853139,104.639853139,542.83783281
Nuckolls County,NE,2872,4438.0,40.16564733,-98.01931367,130.153712186,196.421930282,196.421930282,651.368508836
Otoe County,NE,2060,15747.0,40.6445556,-96.1663781,44.2558273597,72.765264411,72.765264411,529.657899879
Pawnee County,NE,2991,2765.0,40.146342,-96.2130245,76.1197778694,127.884064366,127.884064366,582.33117252
Perkins County,NE,2984,2931.0,40.8483925,-101.6874375,255.04211584,280.132150333,280.132150333,810.229179509
Phelps County,NE,2500,9215.0,40.4613602,-99.4250072,234.558968948,284.631143132,284.631143132,698.199486411
Pierce County,NE,2661,7166.0,42.3283298,-97.608923,125.810350666,161.784646464,161.784646464,443.611053901
Platte County,NE,1364,32681.0,41.57846314,-97.519497,111.963567742,111.963567742,111.963567742,499.629058464
Polk County,NE,2816,5320.0,41.12875475,-97.616939,90.5499331627,117.589920913,117.589920913,544.076990177
Red Willow County,NE,2360,10975.0,40.21926375,-100.4420733,290.732938805,290.732938805,290.732938805,777.053516578
Richardson County,NE,2585,8290.0,40.14603188,-95.70419475,105.166260674,135.478412088,135.478412088,567.814072488
Rock County,NE,3091,1376.0,42.5141495,-99.503568,257.078474812,303.123425642,303.123425642,555.368997562
Saline County,NE,2137,14557.0,40.48286138,-97.10677275,45.7857173312,116.689055795,116.689055795,581.059439634
Sarpy County,NE,378,165853.0,41.117932,-96.07781022,0.0,23.8355343393,23.8355343393,478.627664033
Saunders County,NE,1788,20823.0,41.2225092,-96.6327184,34.5465931824,34.5465931824,34.5465931824,489.902603264
Scotts Bluff County,NE,1247,36964.0,41.85307778,-103.7589212,178.099345814,236.594746228,253.961311066,701.126477516
Seward County,NE,1986,16935.0,40.8709182,-97.144103,42.295470904,90.0671391981,90.0671391981,545.496188699
Sheridan County,NE,2817,5319.0,42.6699436,-102.462993,153.818357384,366.91985482,379.369042731,764.237254396
Sherman County,NE,2969,3108.0,41.2041104,-98.9446754,197.924241382,227.528936924,227.528936924,610.331836602
Sioux County,NE,3094,1315.0,42.631216,-103.782027,172.204016384,311.115857761,337.403286006,717.480391546
Stanton County,NE,2752,6089.0,41.979159,-97.140653,98.0343435855,106.994231671,106.994231671,445.260405059
Thayer County,NE,2831,5134.0,40.16687882,-97.60587691,100.820204377,170.957307373,170.957307373,632.643519215
Thomas County,NE,3131,676.0,41.9466065,-100.5565795,297.262304715,367.433008536,367.433008536,662.549917328
Thurston County,NE,2682,7020.0,42.1402586,-96.5499308,46.8031844807,97.2157070974,97.2157070974,400.879143578
Valley County,NE,2889,4229.0,41.56446233,-98.98441833,214.577743353,231.884210148,231.884210148,584.932232612
Washington County,NE,1828,20252.0,41.4955505,-96.19856333,22.1424600827,22.1424600827,22.1424600827,445.683769295
Wayne County,NE,2468,9554.0,42.2174135,-97.16888175,91.3080607986,128.421011519,128.421011519,426.888258855
Webster County,NE,2929,3725.0,40.218094,-98.4755106,162.890789099,224.138260679,224.138260679,668.554141725
Wheeler County,NE,3119,805.0,41.8472965,-98.6041805,203.399982619,206.975371669,206.975371669,540.38403832
York County,NE,2193,13746.0,40.89316771,-97.59476929,79.460502497,122.934963048,122.934963048,564.253295994
Belknap County,NH,860,60327.0,43.50086207,-71.4243276,30.469277205,71.0973970721,102.244641106,121.738568112
Carroll County,NH,1019,47567.0,43.75118488,-71.17911765,50.9183129083,104.516150577,123.59069342,147.817983773
Cheshire County,NH,712,76851.0,42.91988232,-72.25598968,42.4053822237,42.4053822237,73.7833261467,104.646945488
Coos County,NH,1388,32096.0,44.54900633,-71.39964222,104.210385372,184.86858567,213.950884518,237.174080999
Grafton County,NH,641,89181.0,43.89868313,-71.92076694,65.5091527058,111.591359292,159.821812799,175.09142668
Hillsborough County,NH,169,402922.0,42.90322493,-71.73717775,0.0,0.0,67.5394508997,70.7829234925
Merrimack County,NH,431,146761.0,43.3280584,-71.71645864,0.0,47.2269843952,98.3692844616,110.138281384
Rockingham County,NH,222,297820.0,42.97686826,-71.05927918,0.0,37.3630520971,37.3630520971,62.4946673572
Strafford County,NH,494,124119.0,43.29862136,-71.03228018,0.0,72.1477868646,72.1477868646,98.2158372547
Sullivan County,NH,1107,43074.0,43.37210063,-72.20329369,39.7729612501,64.431758733,120.673853189,135.083087792
Atlantic County,NJ,240,275422.0,39.47019493,-74.71539652,0.0,47.1401620367,47.1401620367,68.368385093
Bergen County,NJ,56,918888.0,40.92797152,-74.05287306,0.0,0.0,0.0,16.4422132537
Burlington County,NJ,148,451336.0,39.98677706,-74.74567994,0.0,0.0,28.1922547683,31.8291698027
Camden County,NJ,127,513539.0,39.83063413,-75.00567303,0.0,0.0,0.0,21.2898383985
Cape May County,NJ,606,96304.0,39.10984147,-74.78362024,38.1567403899,82.2750791101,82.2750791101,103.114039998
Cumberland County,NJ,400,157785.0,39.34978421,-75.10001374,0.0,53.9987894132,53.9987894132,72.4097064577
Essex County,NJ,75,787744.0,40.79185762,-74.24714138,0.0,0.0,0.0,21.6692273441
Gloucester County,NJ,226,289586.0,39.73955446,-75.1746035,0.0,17.6541041425,17.6541041425,29.520673877
Hudson County,NJ,94,652302.0,40.75180956,-74.06795389,0.0,0.0,0.0,6.05083081025
Hunterdon County,NJ,486,127050.0,40.58149296,-74.88686338,0.0,23.1246645998,33.8144584136,67.2982517378
Mercer County,NJ,181,368303.0,40.29807413,-74.71520475,0.0,0.0,30.7341555704,47.5323142043
Middlesex County,NJ,68,823041.0,40.47965726,-74.39047824,0.0,0.0,0.0,41.5023333736
Monmouth County,NJ,100,629384.0,40.29510002,-74.148974,0.0,0.0,0.0,46.3682136669
Morris County,NJ,134,497999.0,40.85236711,-74.52043447,0.0,0.0,24.0145404833,45.6537418121
Ocean County,NJ,109,580470.0,39.89631119,-74.21259015,0.0,0.0,0.0,78.2442138569
Passaic County,NJ,131,502885.0,40.99217794,-74.26649906,0.0,0.0,0.0,34.9143594809
Salem County,NJ,804,65774.0,39.59676718,-75.34996191,21.8571668706,24.3005725804,24.3005725804,49.1691517354
Somerset County,NJ,198,327707.0,40.56794804,-74.61433812,0.0,0.0,21.3532260527,54.7129925164
Sussex County,NJ,427,147442.0,41.12014221,-74.68119254,0.0,32.6699334602,37.6459517356,70.7985589255
Union County,NJ,118,543976.0,40.66431114,-74.31598633,0.0,0.0,0.0,27.8194180424
Warren County,NJ,550,107653.0,40.83262147,-74.96581258,0.0,37.6249406243,57.9758451491,82.3313932222
Bernalillo County,NM,92,673460.0,35.10226167,-106.4752612,0.0,0.0,0.0,532.13804734
Catron County,NM,2932,3658.0,33.7152848,-108.6638604,178.510230822,253.288364506,253.288364506,300.5055289
Chaves County,NM,803,65784.0,33.17832075,-104.459793,234.899886804,283.005474738,283.005474738,675.101348173
Cibola County,NM,1518,27334.0,35.137625,-107.917675,131.540250177,131.540250177,131.540250177,412.402725269
Colfax County,NM,2229,13223.0,36.54065988,-104.8532711,92.7829823741,92.7829823741,210.692547601,729.659537042
Curry County,NM,979,49938.0,34.57478743,-103.3234731,142.69791766,294.149954464,294.149954464,594.560281848
De Baca County,NM,3063,1927.0,34.4594665,-104.2968395,152.212895967,211.754500792,211.754500792,677.60324128
Do–a Ana County,NM,295,214445.0,32.26815835,-106.769862,0.0,315.533772482,315.533772482,494.479327065
Eddy County,NM,919,54419.0,32.487695,-104.3548253,188.661531252,350.206969229,350.206969229,661.686609731
Grant County,NM,1436,29388.0,32.74645527,-108.2274415,146.877244532,271.061804938,271.061804938,348.546900338
Guadalupe County,NM,2864,4603.0,34.74512933,-104.8382047,100.313924773,154.738442635,154.738442635,666.549585635
Harding County,NM,3129,707.0,35.871423,-104.048948,113.923921414,157.16257206,236.124574969,709.108919899
Hidalgo County,NM,2851,4794.0,32.14133333,-108.7530403,122.126193738,213.606844483,213.606844483,324.455626792
Lea County,NM,792,66338.0,32.65542813,-103.2647163,113.281156755,402.300237622,402.300237622,587.121545454
Lincoln County,NM,1824,20309.0,33.59209022,-105.6877338,178.326938329,182.518055798,182.518055798,575.571871081
Los Alamos County,NM,1912,18159.0,35.849514,-106.288482,43.9798846993,84.6223021289,84.6223021289,579.939647836
Luna County,NM,1607,25041.0,32.1503695,-107.6357085,82.6683321456,319.010258975,319.010258975,420.979356718
McKinley County,NM,744,73016.0,35.48511408,-108.5152788,142.754038241,190.357000537,190.357000537,385.8786618
Mora County,NM,2858,4705.0,36.00725933,-105.037946,51.2277660892,153.202860974,164.510897114,689.900628778
Otero County,NM,797,66041.0,32.87612753,-105.7696962,115.611017031,255.38601264,255.38601264,572.868380659
Quay County,NM,2536,8769.0,35.11625563,-103.4922115,144.31708012,250.651926706,271.948946744,628.961595302
Rio Arriba County,NM,1170,40318.0,36.32402014,-106.3514257,92.9372929291,136.020950693,136.020950693,600.258613332
Roosevelt County,NM,1820,20419.0,33.9137445,-103.3836621,144.797672738,313.004476227,313.004476227,688.903776652
Sandoval County,NM,460,135588.0,36.73218623,-108.1256409,0.0,115.519291039,115.519291039,503.577116688
San Juan County,NM,481,128529.0,35.5814055,-105.2568733,0.0,122.854982783,122.854982783,654.296459715
San Miguel County,NM,1454,28891.0,35.66172519,-106.6510151,62.1138377397,64.0924290288,64.0924290288,541.321626162
Santa Fe County,NM,433,146375.0,35.54238675,-105.9812954,0.0,66.346000612,66.346000612,591.382957972
Sierra County,NM,2304,11895.0,33.089905,-107.3039924,103.991952553,235.952981276,235.952981276,427.667508528
Socorro County,NM,1942,17603.0,34.20410456,-106.9794541,109.834443342,109.834443342,109.834443342,462.22452508
Taos County,NM,1361,32779.0,36.44707559,-105.6368079,101.977485891,147.21743196,167.36645873,662.638794512
Torrance County,NM,2046,16021.0,34.79016686,-106.1043694,48.4422998539,48.4422998539,48.4422998539,554.541582365
Union County,NM,2873,4431.0,36.410469,-103.334238,130.794408062,130.794408062,228.093766345,682.868809543
Valencia County,NM,715,76631.0,34.7199825,-106.7355805,48.6263774337,48.6263774337,48.6263774337,496.711042668
Churchill County,NV,1631,24375.0,39.154485,-119.73074,22.2026040264,22.2026040264,128.806391711,128.806391711
Clark County,NV,14,2000759.0,39.479393,-118.296879,0.0,0.0,0.0,0.0
Douglas County,NV,1026,46996.0,36.14274744,-114.8636102,112.147825006,225.644549003,225.644549003,225.644549003
Elko County,NV,966,51216.0,38.978362,-119.7993039,42.4680533964,42.4680533964,141.149075598,141.149075598
Esmeralda County,NV,3121,775.0,40.98783871,-115.4327071,293.645076648,293.645076648,295.722459826,295.722459826
Eureka County,NV,3053,2001.0,37.6537825,-117.7006625,189.498197406,201.13550819,209.196847317,209.209932691
Humboldt County,NV,1976,17048.0,39.980795,-116.2875405,181.026151214,181.026151214,181.026151214,181.026151214
Lander County,NV,2766,5941.0,41.34961825,-117.7622925,212.572170713,212.572170713,212.572170713,212.572170713
Lincoln County,NV,2813,5405.0,40.0445455,-117.0857465,121.274857001,121.274857001,121.274857001,121.274857001
Lyon County,NV,964,51327.0,37.710506,-114.943541,143.776776986,351.954334043,351.954334043,351.954334043
Mineral County,NV,2862,4653.0,39.14218829,-119.3704311,29.7788915803,29.7788915803,99.8709702706,99.8709702706
Nye County,NV,1113,42963.0,38.60470375,-118.514339,98.9128621687,98.9128621687,98.9128621687,98.9128621687
Pershing County,NV,2703,6749.0,37.63242814,-116.6607694,249.736298819,249.736298819,249.736298819,249.736298819
Storey County,NV,2913,3935.0,40.45038,-118.3444845,107.889222171,107.889222171,107.889222171,107.889222171
Washoe County,NV,160,429908.0,39.332488,-119.613509,0.0,0.0,114.56613321,114.56613321
White Pine County,NV,2440,10042.0,39.78561373,-119.6492773,50.402637953,50.402637953,120.977405415,120.977405415
"Carson City, Consolidated Municipality of",NV,914,54838.0,39.21386,-114.788866,245.859450606,284.284293054,284.284293054,286.802838383
